log2FoldChange,lfcSE,pvalue,padj,Domain,Phylum,KEGG_pathway,KEGG_Pathway_Name,Level1,Level2
0.623654943,0.10959446,1.27e-08,7.75e-08,Bacteria,Spirochaetes,ko00500,Starch and sucrose metabolism,Metabolism,Carbohydrate metabolism
0.156027661,0.109857179,0.155526959,0.201501133,Bacteria,Spirochaetes,ko02026,Biofilm formation - Escherichia coli,Cellular Processes,Cellular community - prokaryotes
0.26353757,0.088121592,0.002784182,0.005033674,Bacteria,Spirochaetes,ko04217,Necroptosis,Cellular Processes,Cell growth and death
0.108413073,0.095586338,0.256714836,0.316656914,Bacteria,Spirochaetes,ko04910,Insulin signaling pathway,Organismal Systems,Endocrine system
0.080038551,0.088637367,0.36653183,0.427217686,Bacteria,Spirochaetes,ko04922,Glucagon signaling pathway,Organismal Systems,Endocrine system
0.067962068,0.090137933,0.450862101,0.513472872,Bacteria,Spirochaetes,ko04931,Insulin resistance,Human Diseases,Endocrine and metabolic disease
0.18207041,0.156938035,0.245990987,0.305230857,Bacteria,Fusobacteria,ko00430,Taurine and hypotaurine metabolism,Metabolism,Metabolism of other amino acids
-0.157210594,0.114563244,0.169982414,0.218098404,Bacteria,Firmicutes,ko04214,Apoptosis - fly,Cellular Processes,Cell growth and death
0.959046287,0.206687331,3.48e-06,1.1e-05,Bacteria,Spirochaetes,ko00550,Peptidoglycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.912525796,0.181691558,5.1e-07,1.99e-06,Bacteria,Spirochaetes,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
-1.712481693,0.237382804,5.43e-13,9.6e-12,Bacteria,Actinobacteria,ko03050,Proteasome,Genetic Information Processing,"Folding, sorting and degradation"
0.468464316,0.101516681,3.94e-06,1.23e-05,Bacteria,Actinobacteria,ko04141,Protein processing in endoplasmic reticulum,Genetic Information Processing,"Folding, sorting and degradation"
0.844274795,0.108262678,6.27e-15,2.04e-13,Bacteria,Spirochaetes,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
-0.569285438,0.116470491,1.02e-06,3.76e-06,Bacteria,Actinobacteria,ko03013,RNA transport,Genetic Information Processing,Translation
-0.274374653,0.094560522,0.003712893,0.006570871,Bacteria,Actinobacteria,ko00361,Chlorocyclohexane and chlorobenzene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.452597587,0.131154568,0.000558779,0.001122497,Bacteria,Bacteroidetes,ko00361,Chlorocyclohexane and chlorobenzene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.420441378,0.110174592,0.000135557,0.000302061,Bacteria,Bacteroidetes,ko00900,Terpenoid backbone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
0.33630198,0.085904941,9.05e-05,0.000208311,Bacteria,Bacteroidetes,ko00053,Ascorbate and aldarate metabolism,Metabolism,Carbohydrate metabolism
-0.439457779,0.134803652,0.001114184,0.002148687,Bacteria,Actinobacteria,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.539371269,0.115673871,3.12e-06,9.96e-06,Bacteria,Bacteroidetes,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.446324288,0.175384557,0.010933023,0.017749428,Bacteria,Bacteroidetes,ko04072,Phospholipase D signaling pathway,Environmental Information Processing,Signal transduction
0.707212317,0.104211903,1.15e-11,1.45e-10,Bacteria,Bacteroidetes,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
-0.053049857,0.082423317,0.51981746,0.575529371,Bacteria,Firmicutes,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.430754449,0.130620227,0.000974586,0.001902536,Bacteria,Firmicutes,ko04072,Phospholipase D signaling pathway,Environmental Information Processing,Signal transduction
0.281608965,0.083701029,0.000766929,0.001517643,Bacteria,Firmicutes,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
0.187060031,0.088714702,0.034982815,0.05187107,Bacteria,Spirochaetes,ko00290,"Valine, leucine and isoleucine biosynthesis",Metabolism,Amino acid metabolism
0.252521361,0.096849827,0.009124614,0.014929362,Bacteria,Spirochaetes,ko00770,Pantothenate and CoA biosynthesis,Metabolism,Metabolism of cofactors and vitamins
0.171041348,0.142845382,0.231155353,0.288898796,Bacteria,Fusobacteria,ko00627,Aminobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.070642074,0.19512109,0.717320473,0.76185372,Bacteria,Fusobacteria,ko02020,Two-component system,Environmental Information Processing,Signal transduction
0.263241015,0.148990542,0.07725664,0.106882882,Bacteria,Fusobacteria,ko00760,Nicotinate and nicotinamide metabolism,Metabolism,Metabolism of cofactors and vitamins
0.07487731,0.156558368,0.632457413,0.680880766,Bacteria,Fusobacteria,ko00730,Thiamine metabolism,Metabolism,Metabolism of cofactors and vitamins
0.561697183,0.115789996,1.23e-06,4.4e-06,Bacteria,Bacteroidetes,ko00525,Acarbose and validamycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.015469363,0.133823467,0.907973294,0.926610334,Bacteria,Fusobacteria,ko00523,Polyketide sugar unit biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
0.080366153,0.150904976,0.594337285,0.647664809,Bacteria,Fusobacteria,ko00525,Acarbose and validamycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.534511333,0.137709821,0.000103843,0.000236358,Bacteria,Bacteroidetes,ko02030,Bacterial chemotaxis,Cellular Processes,Cell motility
-1.390586432,0.299568316,3.45e-06,1.09e-05,Bacteria,Proteobacteria,ko04260,Cardiac muscle contraction,Organismal Systems,Circulatory system
-1.38335213,0.291025181,2e-06,6.69e-06,Bacteria,Proteobacteria,ko04932,Non-alcoholic fatty liver disease (NAFLD),Human Diseases,Endocrine and metabolic disease
-1.387316818,0.263602147,1.42e-07,6.52e-07,Bacteria,Proteobacteria,ko05012,Parkinson disease,Human Diseases,Neurodegenerative disease
-1.262852038,0.210938375,2.14e-09,1.58e-08,Bacteria,Proteobacteria,ko05016,Huntington disease,Human Diseases,Neurodegenerative disease
-1.087465273,0.115233676,3.83e-21,8.72e-19,Bacteria,Actinobacteria,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.428552348,0.065650362,6.67e-11,7.13e-10,Bacteria,Actinobacteria,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
-0.276489572,0.066552305,3.26e-05,8.27e-05,Bacteria,Actinobacteria,ko00626,Naphthalene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.569307022,0.077873682,2.66e-13,5.48e-12,Bacteria,Actinobacteria,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
-0.16953749,0.173729758,0.329129372,0.39136385,Bacteria,Fibrobacteres,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
-0.361559492,0.090597423,6.58e-05,0.00015565,Bacteria,Fusobacteria,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
0.469908025,0.110396504,2.08e-05,5.47e-05,Bacteria,Bacteroidetes,ko00780,Biotin metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.08850048,0.190317255,0.641920333,0.689598413,Bacteria,Fusobacteria,ko00780,Biotin metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.843156035,0.206607555,4.49e-05,0.000109613,Bacteria,Actinobacteria,ko00780,Biotin metabolism,Metabolism,Metabolism of cofactors and vitamins
0.394820284,0.133913775,0.00319509,0.005693025,Bacteria,Fibrobacteres,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.12914504,0.142086768,0.363394085,0.425360706,Bacteria,Fibrobacteres,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.677535962,0.129562955,1.7e-07,7.6e-07,Bacteria,Fibrobacteres,ko02020,Two-component system,Environmental Information Processing,Signal transduction
0.005724384,0.121821435,0.962521234,0.967557717,Bacteria,Synergistetes,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
-0.245698876,0.111234532,0.027186026,0.041154108,Bacteria,Actinobacteria,ko01503,Cationic antimicrobial peptide (CAMP) resistance,Human Diseases,Drug resistance: antimicrobial
-0.133744735,0.084527017,0.113587483,0.15328048,Bacteria,Actinobacteria,ko04217,Necroptosis,Cellular Processes,Cell growth and death
-0.612718121,0.194971173,0.001674495,0.003141652,Bacteria,Proteobacteria,ko00472,D-Arginine and D-ornithine metabolism,Metabolism,Metabolism of other amino acids
-0.753682917,0.192371048,8.93e-05,0.000205996,Bacteria,Proteobacteria,ko05132,Salmonella infection,Human Diseases,Infectious disease: bacterial
0.584702937,0.140320125,3.09e-05,7.9e-05,Bacteria,Fibrobacteres,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.83351803,0.160158245,1.95e-07,8.49e-07,Bacteria,Fibrobacteres,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
0.412078885,0.12638426,0.001112066,0.002147206,Bacteria,Fibrobacteres,ko04217,Necroptosis,Cellular Processes,Cell growth and death
0.83351803,0.160158245,1.95e-07,8.49e-07,Bacteria,Fibrobacteres,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
0.83351803,0.160158245,1.95e-07,8.49e-07,Bacteria,Fibrobacteres,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.95299963,0.195622292,1.11e-06,4.02e-06,Bacteria,Proteobacteria,ko00621,Dioxin degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.209896959,0.140117398,0.134131216,0.177392157,Bacteria,Spirochaetes,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
0.727179955,0.096576129,5.09e-14,1.29e-12,Bacteria,Spirochaetes,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.677972536,0.103269739,5.2e-11,5.67e-10,Bacteria,Spirochaetes,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
0.451304088,0.108928776,3.43e-05,8.64e-05,Bacteria,Bacteroidetes,ko05134,Legionellosis,Human Diseases,Infectious disease: bacterial
-0.103159872,0.072488878,0.154703368,0.200597439,Bacteria,Synergistetes,ko00970,Aminoacyl-tRNA biosynthesis,Genetic Information Processing,Translation
0.874454482,0.131286972,2.73e-11,3.2e-10,Bacteria,Bacteroidetes,ko04621,NOD-like receptor signaling pathway,Organismal Systems,Immune system
0.641076795,0.116797586,4.05e-08,2.12e-07,Bacteria,Firmicutes,ko05133,Pertussis,Human Diseases,Infectious disease: bacterial
-0.347107547,0.101097614,0.000596084,0.00119442,Bacteria,Actinobacteria,ko02025,Biofilm formation - Pseudomonas aeruginosa,Cellular Processes,Cellular community - prokaryotes
0.619728236,0.141936143,1.26e-05,3.45e-05,Bacteria,Bacteroidetes,ko02025,Biofilm formation - Pseudomonas aeruginosa,Cellular Processes,Cellular community - prokaryotes
-0.48382563,0.192879224,0.012126615,0.019527778,Bacteria,Fusobacteria,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.272171735,0.137172464,0.047238316,0.067891744,Bacteria,Fusobacteria,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
-0.360414172,0.137729227,0.008875015,0.014541863,Bacteria,Actinobacteria,ko02060,Phosphotransferase system (PTS),Environmental Information Processing,Membrane transport
0.681045921,0.142232779,1.68e-06,5.77e-06,Bacteria,Candidatus Saccharibacteria,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
0.726773985,0.151114693,1.51e-06,5.32e-06,Bacteria,Candidatus Saccharibacteria,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
0.599046225,0.137853885,1.39e-05,3.76e-05,Bacteria,Candidatus Saccharibacteria,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
-0.889798139,0.172515787,2.5e-07,1.07e-06,Bacteria,Proteobacteria,ko03013,RNA transport,Genetic Information Processing,Translation
0.126843666,0.106084418,0.23181907,0.289500896,Bacteria,Bacteroidetes,ko00310,Lysine degradation,Metabolism,Amino acid metabolism
0.214220291,0.099092589,0.030632093,0.045804191,Bacteria,Firmicutes,ko00531,Glycosaminoglycan degradation,Metabolism,Glycan biosynthesis and metabolism
-0.345933361,0.099290619,0.000493889,0.001000991,Bacteria,Actinobacteria,ko00523,Polyketide sugar unit biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.433690129,0.10617192,4.41e-05,0.000107984,Bacteria,Actinobacteria,ko00525,Acarbose and validamycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.025901862,0.08086047,0.748719794,0.790978216,Bacteria,Firmicutes,ko00333,Prodigiosin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.121654554,0.112820109,0.280897403,0.342195841,Bacteria,Firmicutes,ko01040,Biosynthesis of unsaturated fatty acids,Metabolism,Lipid metabolism
0.099036185,0.079996817,0.215715482,0.271092679,Bacteria,Firmicutes,ko03008,Ribosome biogenesis in eukaryotes,Genetic Information Processing,Translation
0.164158919,0.080065628,0.040334724,0.059036381,Bacteria,Firmicutes,ko05205,Proteoglycans in cancer,Human Diseases,Cancer: overview
-0.111538623,0.082462775,0.176185491,0.224968793,Bacteria,Firmicutes,ko00830,Retinol metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.144301698,0.088642729,0.103545614,0.140826473,Bacteria,Firmicutes,ko00980,Metabolism of xenobiotics by cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-0.123819371,0.090876932,0.173041702,0.22148781,Bacteria,Firmicutes,ko00982,Drug metabolism - cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-0.172347517,0.134088715,0.198678896,0.250473949,Bacteria,Proteobacteria,ko04310,Wnt signaling pathway,Environmental Information Processing,Signal transduction
-0.172347517,0.134088715,0.198678896,0.250473949,Bacteria,Proteobacteria,ko04330,Notch signaling pathway,Environmental Information Processing,Signal transduction
-0.148215204,0.132882274,0.264684479,0.325663903,Bacteria,Proteobacteria,ko05220,Chronic myeloid leukemia,Human Diseases,Cancer: specific types
0.432435546,0.192278902,0.024512399,0.037355581,Archaea,Euryarchaeota,ko00760,Nicotinate and nicotinamide metabolism,Metabolism,Metabolism of cofactors and vitamins
-1.244894244,0.172323939,5.04e-13,9.22e-12,Bacteria,Actinobacteria,ko00791,Atrazine degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.45346707,0.102306409,9.32e-06,2.6e-05,Bacteria,Bacteroidetes,ko01055,Biosynthesis of vancomycin group antibiotics,Metabolism,Metabolism of terpenoids and polyketides
-1.217259073,0.227897726,9.23e-08,4.45e-07,Bacteria,Proteobacteria,ko00592,alpha-Linolenic acid metabolism,Metabolism,Lipid metabolism
-1.241471929,0.225060274,3.46e-08,1.84e-07,Bacteria,Proteobacteria,ko00642,Ethylbenzene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.133857333,0.196264521,0.495223068,0.552194188,Bacteria,Fusobacteria,ko03410,Base excision repair,Genetic Information Processing,Replication and repair
-0.074840123,0.168239427,0.656433251,0.702343848,Bacteria,Fusobacteria,ko05134,Legionellosis,Human Diseases,Infectious disease: bacterial
-0.454186252,0.113829498,6.61e-05,0.00015593,Bacteria,Actinobacteria,ko00562,Inositol phosphate metabolism,Metabolism,Carbohydrate metabolism
0.594949726,0.124610941,1.8e-06,6.1e-06,Bacteria,Fibrobacteres,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
-0.34239719,0.089622407,0.000133213,0.000297253,Bacteria,Actinobacteria,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.278106875,0.072393923,0.000122246,0.000275097,Bacteria,Actinobacteria,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
0.211219891,0.144118653,0.14275806,0.187554148,Bacteria,Fibrobacteres,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
0.352096925,0.152959432,0.021340956,0.032964526,Bacteria,Fibrobacteres,ko03010,Ribosome,Genetic Information Processing,Translation
0.443141551,0.138215277,0.001345149,0.002563033,Bacteria,Candidatus Saccharibacteria,ko03440,Homologous recombination,Genetic Information Processing,Replication and repair
-1.33748458,0.158197053,2.8e-17,1.86e-15,Bacteria,Actinobacteria,ko00281,Geraniol degradation,Metabolism,Metabolism of terpenoids and polyketides
-1.444456929,0.195013753,1.29e-13,2.94e-12,Bacteria,Actinobacteria,ko01040,Biosynthesis of unsaturated fatty acids,Metabolism,Lipid metabolism
0.284706106,0.10508428,0.006742289,0.011244216,Bacteria,Bacteroidetes,ko04213,Longevity regulating pathway - multiple species,Organismal Systems,Aging
0.628401724,0.095005977,3.73e-11,4.21e-10,Bacteria,Actinobacteria,ko00511,Other glycan degradation,Metabolism,Glycan biosynthesis and metabolism
0.371258373,0.239993296,0.121874554,0.163217522,Bacteria,Actinobacteria,ko00513,Various types of N-glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.118537441,0.182209664,0.515333668,0.572153431,Bacteria,Actinobacteria,ko00531,Glycosaminoglycan degradation,Metabolism,Glycan biosynthesis and metabolism
-0.121401212,0.162318882,0.454509626,0.517256663,Bacteria,Actinobacteria,ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,Metabolism,Glycan biosynthesis and metabolism
0.371258373,0.239993296,0.121874554,0.163217522,Bacteria,Actinobacteria,ko00604,Glycosphingolipid biosynthesis - ganglio series,Metabolism,Glycan biosynthesis and metabolism
0.165159049,0.146118333,0.25834552,0.318379335,Bacteria,Actinobacteria,ko04142,Lysosome,Cellular Processes,Transport and catabolism
0.951114552,0.198810298,1.72e-06,5.87e-06,Bacteria,Verrucomicrobia,ko00052,Galactose metabolism,Metabolism,Carbohydrate metabolism
-1.461919551,0.271443721,7.22e-08,3.53e-07,Bacteria,Actinobacteria,ko00785,Lipoic acid metabolism,Metabolism,Metabolism of cofactors and vitamins
0.131702367,0.1494039,0.378037008,0.438699402,Bacteria,Bacteroidetes,ko00785,Lipoic acid metabolism,Metabolism,Metabolism of cofactors and vitamins
-1.200230369,0.22640862,1.15e-07,5.43e-07,Bacteria,Proteobacteria,ko00981,Insect hormone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.808278897,0.272652176,0.003031697,0.005444053,Bacteria,Proteobacteria,ko05100,Bacterial invasion of epithelial cells,Human Diseases,Infectious disease: bacterial
0.060060358,0.185216846,0.745733259,0.788346588,Bacteria,Fusobacteria,ko01501,beta-Lactam resistance,Human Diseases,Drug resistance: antimicrobial
-0.998610937,0.132859568,5.64e-14,1.4e-12,Bacteria,Actinobacteria,ko00830,Retinol metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.971228571,0.114653209,2.43e-17,1.68e-15,Bacteria,Actinobacteria,ko00980,Metabolism of xenobiotics by cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-0.925801871,0.119190323,8.01e-15,2.5e-13,Bacteria,Actinobacteria,ko00982,Drug metabolism - cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
0.69871404,0.201051434,0.000510282,0.001031587,Bacteria,Spirochaetes,ko00540,Lipopolysaccharide biosynthesis,Metabolism,Glycan biosynthesis and metabolism
-0.13004501,0.143135434,0.363590252,0.425360706,Bacteria,Fusobacteria,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
-0.103322713,0.174451165,0.553667799,0.609609321,Bacteria,Fusobacteria,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
-0.793201704,0.18346807,1.54e-05,4.12e-05,Bacteria,Proteobacteria,ko04113,Meiosis - yeast,Cellular Processes,Cell growth and death
0.433162945,0.154990008,0.005193508,0.008884807,Bacteria,Actinobacteria,ko05120,Epithelial cell signaling in Helicobacter pylori infection,Human Diseases,Infectious disease: bacterial
-1.224362889,0.138777991,1.12e-18,1.27e-16,Bacteria,Actinobacteria,ko00627,Aminobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.582440111,0.178069171,0.001072193,0.002077782,Bacteria,Lentisphaerae,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
-0.16434733,0.143550376,0.252260673,0.312089215,Bacteria,Synergistetes,ko00260,"Glycine, serine and threonine metabolism",Metabolism,Amino acid metabolism
0.084885305,0.101349626,0.402283892,0.463792516,Bacteria,Synergistetes,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
0.169163027,0.079440652,0.033218991,0.049440052,Bacteria,Synergistetes,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.488291958,0.16029785,0.00231789,0.004258386,Bacteria,Candidatus Saccharibacteria,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
0.641279628,0.128967312,6.61e-07,2.51e-06,Bacteria,Candidatus Melainabacteria,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
-1.428404896,0.281375311,3.84e-07,1.56e-06,Bacteria,Proteobacteria,ko05219,Bladder cancer,Human Diseases,Cancer: specific types
-0.978829132,0.234995446,3.11e-05,7.93e-05,Bacteria,Proteobacteria,ko00966,Glucosinolate biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-1.202350205,0.128544834,8.48e-21,1.2e-18,Bacteria,Actinobacteria,ko00072,Synthesis and degradation of ketone bodies,Metabolism,Lipid metabolism
-0.394715584,0.133607376,0.003133844,0.005608488,Bacteria,Firmicutes,ko00281,Geraniol degradation,Metabolism,Metabolism of terpenoids and polyketides
0.257396408,0.117577193,0.028584521,0.042935548,Bacteria,Firmicutes,ko00592,alpha-Linolenic acid metabolism,Metabolism,Lipid metabolism
-0.377162629,0.135225663,0.005284903,0.009021761,Bacteria,Firmicutes,ko00642,Ethylbenzene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.111373756,0.137433549,0.417720316,0.479158632,Bacteria,Firmicutes,ko04917,Prolactin signaling pathway,Organismal Systems,Endocrine system
0.254737206,0.151466081,0.092605642,0.126685793,Bacteria,Spirochaetes,ko00071,Fatty acid degradation,Metabolism,Lipid metabolism
0.356644192,0.134988044,0.008240764,0.013572521,Bacteria,Spirochaetes,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
0.451057431,0.084954883,1.1e-07,5.25e-07,Bacteria,Spirochaetes,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.701094914,0.178829493,8.84e-05,0.000204077,Bacteria,Spirochaetes,ko01220,Degradation of aromatic compounds,Metabolism,Global and overview maps
-0.683847681,0.142077755,1.49e-06,5.23e-06,Bacteria,Actinobacteria,ko00195,Photosynthesis,Metabolism,Energy metabolism
-1.268568863,0.20509519,6.2e-10,5.42e-09,Bacteria,Actinobacteria,ko05016,Huntington disease,Human Diseases,Neurodegenerative disease
-0.077913867,0.07288319,0.285058931,0.346734526,Bacteria,Firmicutes,ko00590,Arachidonic acid metabolism,Metabolism,Lipid metabolism
-0.984712628,0.253029627,9.95e-05,0.00022756,Bacteria,Proteobacteria,ko00590,Arachidonic acid metabolism,Metabolism,Lipid metabolism
-1.269663314,0.22701959,2.24e-08,1.28e-07,Bacteria,Proteobacteria,ko04918,Thyroid hormone synthesis,Organismal Systems,Endocrine system
-1.101604481,0.19842328,2.83e-08,1.55e-07,Bacteria,Proteobacteria,ko05014,Amyotrophic lateral sclerosis (ALS),Human Diseases,Neurodegenerative disease
-1.564953057,0.426054925,0.000239602,0.000509635,Bacteria,Proteobacteria,ko05020,Prion diseases,Human Diseases,Neurodegenerative disease
0.319511043,0.170856004,0.061475435,0.086326051,Bacteria,Synergistetes,ko03020,RNA polymerase,Genetic Information Processing,Transcription
-0.194028664,0.132590457,0.143366644,0.188198293,Bacteria,Bacteroidetes,ko00906,Carotenoid biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
0.498743435,0.081287338,8.49e-10,6.88e-09,Bacteria,Spirochaetes,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
0.097258641,0.145539435,0.503965632,0.56149112,Bacteria,Fusobacteria,ko04122,Sulfur relay system,Genetic Information Processing,"Folding, sorting and degradation"
-0.644077662,0.222108875,0.003733668,0.006600295,Bacteria,Proteobacteria,ko04973,Carbohydrate digestion and absorption,Organismal Systems,Digestive system
-0.750505109,0.16043666,2.9e-06,9.39e-06,Bacteria,Proteobacteria,ko04013,MAPK signaling pathway - fly,Environmental Information Processing,Signal transduction
-0.943053523,0.160082697,3.84e-09,2.59e-08,Bacteria,Proteobacteria,ko04068,FoxO signaling pathway,Environmental Information Processing,Signal transduction
-0.917700025,0.164811983,2.57e-08,1.44e-07,Bacteria,Proteobacteria,ko04211,Longevity regulating pathway,Organismal Systems,Aging
0.510121657,0.110637135,4.01e-06,1.25e-05,Bacteria,Firmicutes,ko01059,Biosynthesis of enediyne antibiotics,Metabolism,Metabolism of terpenoids and polyketides
-0.264871129,0.288981941,0.359369913,0.421650097,Bacteria,Proteobacteria,ko04550,Signaling pathways regulating pluripotency of stem cells,Cellular Processes,Cellular community - eukaryotes
-1.872537309,0.284494069,4.64e-11,5.13e-10,Bacteria,Proteobacteria,ko00565,Ether lipid metabolism,Metabolism,Lipid metabolism
-0.553459762,0.100650281,3.82e-08,2.01e-07,Bacteria,Actinobacteria,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
-0.415510348,0.092490809,7.04e-06,2.02e-05,Bacteria,Actinobacteria,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.303675835,0.149216298,0.041836937,0.061066575,Bacteria,Firmicutes,ko05150,Staphylococcus aureus infection,Human Diseases,Infectious disease: bacterial
0.009456157,0.225841834,0.96660177,0.970873368,Bacteria,Fusobacteria,ko03020,RNA polymerase,Genetic Information Processing,Transcription
0.191491052,0.13312871,0.150323329,0.196036407,Bacteria,Fusobacteria,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
-0.152802632,0.156364389,0.32845954,0.390859482,Bacteria,Fusobacteria,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
-0.088718299,0.151858132,0.559073454,0.614710342,Bacteria,Fusobacteria,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
0.207289222,0.199524991,0.29884493,0.361293528,Bacteria,Fusobacteria,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
0.092881055,0.176333719,0.598377966,0.65077271,Bacteria,Fusobacteria,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.091343076,0.175745891,0.60324121,0.654230923,Bacteria,Fusobacteria,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.229582207,0.170152229,0.177248543,0.226144693,Bacteria,Fusobacteria,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
0.440679367,0.142128304,0.001931457,0.003581525,Bacteria,Spirochaetes,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
0.62751018,0.141577731,9.32e-06,2.6e-05,Bacteria,Spirochaetes,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
0.906812021,0.152616597,2.82e-09,2.04e-08,Bacteria,Spirochaetes,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
0.423887371,0.157253873,0.007027026,0.011706804,Bacteria,Spirochaetes,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.429662567,0.175575564,0.014398447,0.022999929,Bacteria,Spirochaetes,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.377446438,0.163717182,0.021139791,0.032717323,Bacteria,Spirochaetes,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
