log2FoldChange,lfcSE,pvalue,padj,Domain,Phylum,KEGG_pathway,KEGG_Pathway_Name,Level1,Level2
1.205795672,0.156514994,1.32e-14,2.95e-14,Bacteria,Fusobacteria,ko00120,Primary bile acid biosynthesis,Metabolism,Lipid metabolism
1.205795672,0.156514994,1.32e-14,2.95e-14,Bacteria,Fusobacteria,ko00121,Secondary bile acid biosynthesis,Metabolism,Lipid metabolism
0.666613569,0.188503548,0.000405705,0.000568463,Bacteria,Tenericutes,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.287580701,0.203438815,0.15747997,0.178228073,Bacteria,Tenericutes,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.063885606,0.051949902,0.218789193,0.243425315,Archaea,Euryarchaeota,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
-0.80469152,0.113431357,1.3e-12,2.73e-12,Archaea,Euryarchaeota,ko00760,Nicotinate and nicotinamide metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.000410924,0.119963442,0.99726692,0.99726692,Bacteria,Actinobacteria,ko00364,Fluorobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.328190071,0.118539527,0.005629547,0.007166586,Bacteria,Actinobacteria,ko00623,Toluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.002315979,0.125560642,1.43e-15,3.39e-15,Bacteria,Proteobacteria,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism,Metabolism of terpenoids and polyketides
-1.069940926,0.126122644,2.19e-17,5.5e-17,Bacteria,Planctomycetes,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
1.570494549,0.205991612,2.46e-14,5.46e-14,Bacteria,Tenericutes,ko00521,Streptomycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.136179899,0.087318924,0.118861733,0.13589288,Bacteria,Fibrobacteres,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
0.641172027,0.109463877,4.7e-09,8.56e-09,Bacteria,Fibrobacteres,ko02030,Bacterial chemotaxis,Cellular Processes,Cell motility
-0.987064705,0.179917827,4.11e-08,7.15e-08,Bacteria,Proteobacteria,ko04072,Phospholipase D signaling pathway,Environmental Information Processing,Signal transduction
-0.35547971,0.111315177,0.001405825,0.001876074,Bacteria,Proteobacteria,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
0.003278463,0.11500426,0.977257534,0.979311675,Bacteria,Fusobacteria,ko05111,Biofilm formation - Vibrio cholerae,Cellular Processes,Cellular community - prokaryotes
1.002703145,0.230678766,1.38e-05,2.08e-05,Bacteria,Tenericutes,ko00730,Thiamine metabolism,Metabolism,Metabolism of cofactors and vitamins
1.265462332,0.119254978,2.64e-26,8.5e-26,Bacteria,Spirochaetes,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
1.287003479,0.132672961,3e-22,8.6e-22,Bacteria,Fusobacteria,ko00750,Vitamin B6 metabolism,Metabolism,Metabolism of cofactors and vitamins
0.529668955,0.116914596,5.89e-06,9.08e-06,Bacteria,Fusobacteria,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
0.603718526,0.130806071,3.92e-06,6.1e-06,Bacteria,Spirochaetes,ko01524,Platinum drug resistance,Human Diseases,Drug resistance: antineoplastic
0.26239622,0.108697937,0.015778702,0.019589833,Bacteria,Spirochaetes,ko04016,MAPK signaling pathway - plant,Environmental Information Processing,Signal transduction
-1.574025351,0.119068506,6.77e-40,2.9e-39,Bacteria,Proteobacteria,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-1.376531392,0.140907577,1.53e-22,4.41e-22,Bacteria,Proteobacteria,ko00196,Photosynthesis - antenna proteins,Metabolism,Energy metabolism
0.764639167,0.273665431,0.005204992,0.006670645,Bacteria,Tenericutes,ko00261,Monobactam biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.501432772,0.284821877,0.078320773,0.091238677,Bacteria,Tenericutes,ko00450,Selenocompound metabolism,Metabolism,Metabolism of other amino acids
1.065171764,0.276121555,0.000114497,0.000164541,Bacteria,Tenericutes,ko00920,Sulfur metabolism,Metabolism,Energy metabolism
0.764639167,0.273665431,0.005204992,0.006670645,Bacteria,Tenericutes,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
0.774420226,0.27400896,0.00470952,0.006076492,Bacteria,Tenericutes,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
0.764639167,0.273665431,0.005204992,0.006670645,Bacteria,Tenericutes,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
-1.770652012,0.124679981,8.96e-46,4.12e-45,Bacteria,Proteobacteria,ko05219,Bladder cancer,Human Diseases,Cancer: specific types
-0.287678526,0.103678133,0.005524804,0.00706153,Bacteria,Bacteroidetes,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.136883113,0.096907799,0.157800218,0.17841096,Bacteria,Lentisphaerae,ko05206,MicroRNAs in cancer,Human Diseases,Cancer: overview
-0.899002941,0.151987771,3.32e-09,6.09e-09,Bacteria,Proteobacteria,ko05100,Bacterial invasion of epithelial cells,Human Diseases,Infectious disease: bacterial
-0.348267113,0.124530146,0.005163559,0.006644336,Bacteria,Spirochaetes,ko00966,Glucosinolate biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-2.521238939,0.136314584,2.23e-76,1.73e-75,Bacteria,Proteobacteria,ko05110,Vibrio cholerae infection,Human Diseases,Infectious disease: bacterial
0.1111643,0.108229944,0.304367615,0.333963775,Bacteria,Fusobacteria,ko00460,Cyanoamino acid metabolism,Metabolism,Metabolism of other amino acids
0.089378275,0.083237228,0.282922349,0.311328863,Bacteria,Synergistetes,ko00190,Oxidative phosphorylation,Metabolism,Energy metabolism
0.382400281,0.115243864,0.00090605,0.001224548,Archaea,Euryarchaeota,ko05120,Epithelial cell signaling in Helicobacter pylori infection,Human Diseases,Infectious disease: bacterial
-0.547443171,0.075040483,2.98e-13,6.41e-13,Bacteria,Fibrobacteres,ko00190,Oxidative phosphorylation,Metabolism,Energy metabolism
0.134065017,0.163130895,0.411176611,0.444257109,Bacteria,Proteobacteria,ko00120,Primary bile acid biosynthesis,Metabolism,Lipid metabolism
0.134065017,0.163130895,0.411176611,0.444257109,Bacteria,Proteobacteria,ko00121,Secondary bile acid biosynthesis,Metabolism,Lipid metabolism
-0.168656345,0.086128966,0.050208449,0.059655771,Bacteria,Fibrobacteres,ko00710,Carbon fixation in photosynthetic organisms,Metabolism,Energy metabolism
-0.063888507,0.068737585,0.352653224,0.384510977,Bacteria,Spirochaetes,ko01503,Cationic antimicrobial peptide (CAMP) resistance,Human Diseases,Drug resistance: antimicrobial
0.759120999,0.105994583,7.96e-13,1.69e-12,Bacteria,Spirochaetes,ko00473,D-Alanine metabolism,Metabolism,Metabolism of other amino acids
0.201286876,0.12374631,0.103820143,0.119628406,Bacteria,Spirochaetes,ko00550,Peptidoglycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.880289341,0.121586988,4.49e-13,9.63e-13,Bacteria,Spirochaetes,ko01502,Vancomycin resistance,Human Diseases,Drug resistance: antimicrobial
0.742882101,0.143939151,2.46e-07,4.11e-07,Bacteria,Fusobacteria,ko05219,Bladder cancer,Human Diseases,Cancer: specific types
-0.347222803,0.094343042,0.000232843,0.000330134,Bacteria,Fibrobacteres,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
1.365914551,0.161520627,2.75e-17,6.89e-17,Bacteria,Spirochaetes,ko05120,Epithelial cell signaling in Helicobacter pylori infection,Human Diseases,Infectious disease: bacterial
0.418365365,0.196777208,0.033496058,0.040326378,Bacteria,Tenericutes,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
-1.303222982,0.11396529,2.79e-30,9.73e-30,Archaea,Euryarchaeota,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
-1.009328116,0.175273689,8.48e-09,1.52e-08,Archaea,Euryarchaeota,ko00740,Riboflavin metabolism,Metabolism,Metabolism of cofactors and vitamins
-1.300960052,0.096623483,2.54e-41,1.11e-40,Bacteria,Proteobacteria,ko01054,Nonribosomal peptide structures,Metabolism,Metabolism of terpenoids and polyketides
-0.188093914,0.068384311,0.005949677,0.007558984,Bacteria,Candidatus Saccharibacteria,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
-0.247319304,0.071064577,0.00050103,0.000697929,Bacteria,Fusobacteria,ko01524,Platinum drug resistance,Human Diseases,Drug resistance: antineoplastic
-0.260807938,0.069449433,0.000173089,0.000246698,Bacteria,Fusobacteria,ko04016,MAPK signaling pathway - plant,Environmental Information Processing,Signal transduction
0.184823194,0.098003636,0.059310995,0.070165054,Bacteria,Bacteroidetes,ko04918,Thyroid hormone synthesis,Organismal Systems,Endocrine system
0.260150664,0.050029291,1.99e-07,3.37e-07,Bacteria,Firmicutes,ko00590,Arachidonic acid metabolism,Metabolism,Lipid metabolism
-0.324960242,0.099914763,0.001144451,0.001538032,Bacteria,Synergistetes,ko00471,D-Glutamine and D-glutamate metabolism,Metabolism,Metabolism of other amino acids
1.243387313,0.202283614,7.91e-10,1.51e-09,Bacteria,Tenericutes,ko00983,Drug metabolism - other enzymes,Metabolism,Xenobiotics biodegradation and metabolism
1.110918158,0.143662742,1.05e-14,2.38e-14,Bacteria,Bacteroidetes,ko04978,Mineral absorption,Organismal Systems,Digestive system
0.523591409,0.127028842,3.76e-05,5.57e-05,Bacteria,Fibrobacteres,ko03430,Mismatch repair,Genetic Information Processing,Replication and repair
-0.341777443,0.102429841,0.0008478,0.001148264,Bacteria,Fibrobacteres,ko00030,Pentose phosphate pathway,Metabolism,Carbohydrate metabolism
-0.241450181,0.096289245,0.012157108,0.015182453,Bacteria,Fibrobacteres,ko00051,Fructose and mannose metabolism,Metabolism,Carbohydrate metabolism
-0.308120503,0.063846467,1.39e-06,2.26e-06,Bacteria,Fibrobacteres,ko03010,Ribosome,Genetic Information Processing,Translation
-2.262821772,0.155965947,1.07e-47,5.12e-47,Bacteria,Proteobacteria,ko00565,Ether lipid metabolism,Metabolism,Lipid metabolism
0.235068416,0.121035046,0.052118742,0.061848439,Bacteria,Spirochaetes,ko00053,Ascorbate and aldarate metabolism,Metabolism,Carbohydrate metabolism
0.465863224,0.114887238,5.01e-05,7.41e-05,Bacteria,Spirochaetes,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
-0.976915118,0.12579801,8.12e-15,1.85e-14,Archaea,Euryarchaeota,ko05418,Fluid shear stress and atherosclerosis,Human Diseases,Cardiovascular disease
-0.997331408,0.14594088,8.27e-12,1.68e-11,Bacteria,Actinobacteria,ko00906,Carotenoid biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.526127361,0.077605337,1.21e-11,2.44e-11,Bacteria,Synergistetes,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
-0.468559562,0.099854653,2.7e-06,4.27e-06,Bacteria,Synergistetes,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
-0.527474445,0.099416029,1.12e-07,1.92e-07,Bacteria,Synergistetes,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
-0.468559562,0.099854653,2.7e-06,4.27e-06,Bacteria,Synergistetes,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.419285437,0.107526087,9.64e-05,0.000139008,Bacteria,Synergistetes,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.468559562,0.099854653,2.7e-06,4.27e-06,Bacteria,Synergistetes,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
0.438151155,0.104469058,2.74e-05,4.08e-05,Bacteria,Spirochaetes,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
0.091766115,0.115338275,0.426249528,0.457690231,Bacteria,Spirochaetes,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
0.091766115,0.115338275,0.426249528,0.457690231,Bacteria,Spirochaetes,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
-0.058324625,0.064514845,0.365969055,0.398346455,Bacteria,Spirochaetes,ko05230,Central carbon metabolism in cancer,Human Diseases,Cancer: overview
-0.654294605,0.092160319,1.25e-12,2.63e-12,Bacteria,Fusobacteria,ko04940,Type I diabetes mellitus,Human Diseases,Endocrine and metabolic disease
-3.864223834,0.150759205,6.75e-145,3.14e-143,Bacteria,Proteobacteria,ko00140,Steroid hormone biosynthesis,Metabolism,Lipid metabolism
1.237074896,0.123674315,1.48e-23,4.48e-23,Bacteria,Spirochaetes,ko00364,Fluorobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
1.237074896,0.123674315,1.48e-23,4.48e-23,Bacteria,Spirochaetes,ko00622,Xylene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.689385882,0.098549942,7.16e-66,4.76e-65,Bacteria,Proteobacteria,ko04141,Protein processing in endoplasmic reticulum,Genetic Information Processing,"Folding, sorting and degradation"
-1.634490809,0.101071834,8e-59,4.46e-58,Bacteria,Proteobacteria,ko04612,Antigen processing and presentation,Organismal Systems,Immune system
-1.634893939,0.101053581,7.15e-59,4.02e-58,Bacteria,Proteobacteria,ko04657,IL-17 signaling pathway,Organismal Systems,Immune system
-1.634490809,0.101071834,8e-59,4.46e-58,Bacteria,Proteobacteria,ko04659,Th17 cell differentiation,Organismal Systems,Immune system
-1.630569741,0.10124224,2.33e-58,1.29e-57,Bacteria,Proteobacteria,ko04914,Progesterone-mediated oocyte maturation,Organismal Systems,Endocrine system
-1.630865573,0.100245076,1.64e-59,9.39e-59,Bacteria,Proteobacteria,ko04915,Estrogen signaling pathway,Organismal Systems,Endocrine system
-1.630865573,0.100245076,1.64e-59,9.39e-59,Bacteria,Proteobacteria,ko05215,Prostate cancer,Human Diseases,Cancer: specific types
-0.988151451,0.125788785,3.98e-15,9.15e-15,Archaea,Euryarchaeota,ko00290,"Valine, leucine and isoleucine biosynthesis",Metabolism,Amino acid metabolism
-1.30901898,0.129825444,6.57e-24,2e-23,Archaea,Euryarchaeota,ko00660,C5-Branched dibasic acid metabolism,Metabolism,Carbohydrate metabolism
-1.345814956,0.114365415,5.73e-32,2.11e-31,Archaea,Euryarchaeota,ko00770,Pantothenate and CoA biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-0.475257363,0.182243753,0.009112311,0.01147766,Bacteria,Lentisphaerae,ko00040,Pentose and glucuronate interconversions,Metabolism,Carbohydrate metabolism
-2.43541728,0.145659539,9.38e-63,5.89e-62,Bacteria,Proteobacteria,ko00930,Caprolactam degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.4673033,0.085545054,4.69e-08,8.15e-08,Bacteria,Fibrobacteres,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
-0.480067097,0.08569517,2.12e-08,3.73e-08,Bacteria,Fibrobacteres,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
1.894434033,0.198492799,1.37e-21,3.87e-21,Bacteria,Tenericutes,ko00511,Other glycan degradation,Metabolism,Glycan biosynthesis and metabolism
1.840783757,0.180912511,2.56e-24,7.93e-24,Bacteria,Tenericutes,ko00600,Sphingolipid metabolism,Metabolism,Lipid metabolism
2.89088503,0.338599215,1.37e-17,3.46e-17,Bacteria,Tenericutes,ko02060,Phosphotransferase system (PTS),Environmental Information Processing,Membrane transport
2.647499852,0.621679698,2.06e-05,3.09e-05,Bacteria,Tenericutes,ko05111,Biofilm formation - Vibrio cholerae,Cellular Processes,Cellular community - prokaryotes
0.801513061,0.16282981,8.55e-07,1.4e-06,Bacteria,Fusobacteria,ko00531,Glycosaminoglycan degradation,Metabolism,Glycan biosynthesis and metabolism
0.638567586,0.225146463,0.004564928,0.005901911,Bacteria,Fusobacteria,ko04142,Lysosome,Cellular Processes,Transport and catabolism
-1.003416621,0.126361157,2.01e-15,4.68e-15,Bacteria,Actinobacteria,ko00333,Prodigiosin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.506214911,0.104698639,1.33e-06,2.16e-06,Bacteria,Fusobacteria,ko03320,PPAR signaling pathway,Organismal Systems,Endocrine system
-0.086663063,0.166340607,0.602368416,0.634650038,Bacteria,Tenericutes,ko00190,Oxidative phosphorylation,Metabolism,Energy metabolism
-0.187307964,0.168572008,0.266505888,0.294282993,Bacteria,Tenericutes,ko00195,Photosynthesis,Metabolism,Energy metabolism
0.829825249,0.216823548,0.000129614,0.000185845,Bacteria,Tenericutes,ko05120,Epithelial cell signaling in Helicobacter pylori infection,Human Diseases,Infectious disease: bacterial
-0.05542048,0.108475919,0.60942022,0.641017297,Bacteria,Spirochaetes,ko04068,FoxO signaling pathway,Environmental Information Processing,Signal transduction
-0.045935086,0.08226752,0.57659697,0.608169482,Bacteria,Spirochaetes,ko04151,PI3K-Akt signaling pathway,Environmental Information Processing,Signal transduction
-0.272571925,0.065260834,2.96e-05,4.4e-05,Bacteria,Spirochaetes,ko04152,AMPK signaling pathway,Environmental Information Processing,Signal transduction
-0.102402243,0.111801569,0.359704399,0.391975023,Bacteria,Spirochaetes,ko04964,Proximal tubule bicarbonate reclamation,Organismal Systems,Excretory system
0.47217932,0.122894363,0.000121958,0.000175131,Bacteria,Spirochaetes,ko00740,Riboflavin metabolism,Metabolism,Metabolism of cofactors and vitamins
0.702544486,0.128440374,4.51e-08,7.84e-08,Bacteria,Spirochaetes,ko00790,Folate biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-0.385413087,0.119469804,0.001255205,0.001679773,Bacteria,Firmicutes,ko04011,MAPK signaling pathway - yeast,Environmental Information Processing,Signal transduction
-0.234728329,0.079264722,0.00306322,0.004009307,Bacteria,Firmicutes,ko04211,Longevity regulating pathway,Organismal Systems,Aging
-0.217042624,0.060369872,0.000324125,0.00045583,Bacteria,Candidatus Saccharibacteria,ko03440,Homologous recombination,Genetic Information Processing,Replication and repair
-0.294657539,0.094164132,0.001752884,0.002321354,Bacteria,Candidatus Saccharibacteria,ko03020,RNA polymerase,Genetic Information Processing,Transcription
0.325901165,0.105405967,0.001989024,0.002626779,Bacteria,Fusobacteria,ko00524,"Neomycin, kanamycin and gentamicin biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
0.655917562,0.177925456,0.000227383,0.000322633,Bacteria,Lentisphaerae,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
0.496875364,0.150375822,0.000952398,0.001286277,Bacteria,Spirochaetes,ko03013,RNA transport,Genetic Information Processing,Translation
-0.903828005,0.055569607,1.75e-59,9.99e-59,Archaea,Euryarchaeota,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
-0.411004044,0.089870522,4.8e-06,7.43e-06,Bacteria,Synergistetes,ko00052,Galactose metabolism,Metabolism,Carbohydrate metabolism
4.518334137,0.180351029,1.62e-138,6.57e-137,Bacteria,Firmicutes,ko00591,Linoleic acid metabolism,Metabolism,Lipid metabolism
-0.836247874,0.093123555,2.71e-19,7.15e-19,Bacteria,Synergistetes,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
-0.555552057,0.073287225,3.44e-14,7.6e-14,Bacteria,Synergistetes,ko00550,Peptidoglycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
-0.215815656,0.079130777,0.006384936,0.008095793,Bacteria,Candidatus Saccharibacteria,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
-1.024790838,0.103723697,5.08e-23,1.51e-22,Archaea,Euryarchaeota,ko00983,Drug metabolism - other enzymes,Metabolism,Xenobiotics biodegradation and metabolism
-0.890616555,0.120414578,1.4e-13,3.04e-13,Bacteria,Synergistetes,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
-0.587375042,0.126899791,3.68e-06,5.78e-06,Bacteria,Fusobacteria,ko04146,Peroxisome,Cellular Processes,Transport and catabolism
-0.589398544,0.127659227,3.89e-06,6.06e-06,Bacteria,Fusobacteria,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
-0.589398544,0.127659227,3.89e-06,6.06e-06,Bacteria,Fusobacteria,ko04714,Thermogenesis,Organismal Systems,Environmental adaptation
-0.589398544,0.127659227,3.89e-06,6.06e-06,Bacteria,Fusobacteria,ko04920,Adipocytokine signaling pathway,Organismal Systems,Endocrine system
0.258672822,0.092156729,0.005002397,0.006441304,Bacteria,Fibrobacteres,ko00760,Nicotinate and nicotinamide metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.351033734,0.093513362,0.000174149,0.000248023,Archaea,Euryarchaeota,ko02024,Quorum sensing,Cellular Processes,Cellular community - prokaryotes
1.300105217,0.181202845,7.24e-13,1.54e-12,Bacteria,Tenericutes,ko01501,beta-Lactam resistance,Human Diseases,Drug resistance: antimicrobial
-0.683141858,0.135704893,4.8e-07,7.94e-07,Bacteria,Fusobacteria,ko00643,Styrene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.329728393,0.172082391,1.1e-14,2.48e-14,Archaea,Euryarchaeota,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
-1.362443791,0.165578555,1.9e-16,4.61e-16,Archaea,Euryarchaeota,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
0.271639437,0.098434407,0.005787245,0.007357517,Bacteria,Bacteroidetes,ko01059,Biosynthesis of enediyne antibiotics,Metabolism,Metabolism of terpenoids and polyketides
-0.126988232,0.093098874,0.17256294,0.194260642,Bacteria,Lentisphaerae,ko00521,Streptomycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.259414892,0.061640598,2.57e-05,3.84e-05,Bacteria,Lentisphaerae,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
-0.277393293,0.107603264,0.009939517,0.012503073,Bacteria,Fibrobacteres,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
-0.153206373,0.103036258,0.137036708,0.155831248,Bacteria,Verrucomicrobia,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
0.208141165,0.121030628,0.085479784,0.099214819,Bacteria,Candidatus Melainabacteria,ko00970,Aminoacyl-tRNA biosynthesis,Genetic Information Processing,Translation
-1.480842646,0.073361399,1.31e-90,1.37e-89,Bacteria,Proteobacteria,ko01052,Type I polyketide structures,Metabolism,Metabolism of terpenoids and polyketides
0.060899857,0.190823382,0.749618432,0.771463762,Bacteria,Fusobacteria,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.211720423,0.134852494,0.116411648,0.133171573,Bacteria,Bacteroidetes,ko05132,Salmonella infection,Human Diseases,Infectious disease: bacterial
-2.529426723,0.153353521,4.05e-61,2.39e-60,Bacteria,Proteobacteria,ko01040,Biosynthesis of unsaturated fatty acids,Metabolism,Lipid metabolism
-0.171958358,0.076073903,0.023795696,0.029051468,Bacteria,Fibrobacteres,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
-0.016088347,0.111451174,0.885221474,0.897934761,Bacteria,Fibrobacteres,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
0.326754136,0.240457468,0.174182916,0.195853078,Bacteria,Fusobacteria,ko04072,Phospholipase D signaling pathway,Environmental Information Processing,Signal transduction
0.326754136,0.240457468,0.174182916,0.195853078,Bacteria,Fusobacteria,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
-1.427806856,0.113829316,4.32e-36,1.74e-35,Bacteria,Proteobacteria,ko05205,Proteoglycans in cancer,Human Diseases,Cancer: overview
-0.389527004,0.083010218,2.7e-06,4.27e-06,Bacteria,Fibrobacteres,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
-1.215999102,0.156078323,6.65e-15,1.52e-14,Bacteria,Actinobacteria,ko01053,Biosynthesis of siderophore group nonribosomal peptides,Metabolism,Metabolism of terpenoids and polyketides
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko00030,Pentose phosphate pathway,Metabolism,Carbohydrate metabolism
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko00710,Carbon fixation in photosynthetic organisms,Metabolism,Energy metabolism
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01051,Biosynthesis of ansamycins,Metabolism,Metabolism of terpenoids and polyketides
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01200,Carbon metabolism,Metabolism,Global and overview maps
-0.041726385,0.095770721,0.66306136,0.690206339,Bacteria,Candidatus Abyssubacteria,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
-0.617044787,0.131267034,2.59e-06,4.12e-06,Archaea,Euryarchaeota,ko00564,Glycerophospholipid metabolism,Metabolism,Lipid metabolism
-2.19619169,0.117695752,1.05e-77,8.37e-77,Bacteria,Proteobacteria,ko04614,Renin-angiotensin system,Organismal Systems,Endocrine system
0.018093133,0.129632313,0.888997604,0.901285716,Bacteria,Tenericutes,ko04213,Longevity regulating pathway - multiple species,Organismal Systems,Aging
0.832658623,0.187384889,8.85e-06,1.35e-05,Bacteria,Fusobacteria,ko02030,Bacterial chemotaxis,Cellular Processes,Cell motility
-0.043847121,0.11935487,0.713344778,0.737716102,Bacteria,Spirochaetes,ko00521,Streptomycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.361359676,0.074408809,1.2e-06,1.94e-06,Archaea,Euryarchaeota,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.784647602,0.134482481,5.39e-09,9.78e-09,Bacteria,Spirochaetes,ko00561,Glycerolipid metabolism,Metabolism,Lipid metabolism
0.635121093,0.144942635,1.18e-05,1.78e-05,Bacteria,Fusobacteria,ko02025,Biofilm formation - Pseudomonas aeruginosa,Cellular Processes,Cellular community - prokaryotes
-0.23008086,0.128454087,0.073268824,0.08561498,Bacteria,Fibrobacteres,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
-0.149223439,0.105380534,0.156762717,0.177521676,Bacteria,Fibrobacteres,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
-0.123529266,0.126128116,0.327384767,0.357983229,Bacteria,Fibrobacteres,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.286549442,0.129758628,0.027221508,0.033022529,Bacteria,Fibrobacteres,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-2.319949772,0.148818277,8.63e-55,4.56e-54,Bacteria,Proteobacteria,ko00903,Limonene and pinene degradation,Metabolism,Metabolism of terpenoids and polyketides
-1.793204239,0.15505415,6.2e-31,2.22e-30,Bacteria,Proteobacteria,ko00981,Insect hormone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.528219351,0.079369419,2.83e-11,5.65e-11,Bacteria,Synergistetes,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
