Phenotype,Has phenotype?,Domain,Phylum,Biome,No. of MAGs
Lipase,False,d__Bacteria,p__Actinobacteriota,Host,39
Lipase,False,d__Bacteria,p__Actinobacteriota,Neither,50
Lipase,True,d__Bacteria,p__Actinobacteriota,Environment,2
Lipase,False,d__Bacteria,p__Armatimonadota,Neither,1
Lipase,False,d__Bacteria,p__Bacteroidota,Host,214
Lipase,False,d__Bacteria,p__Bacteroidota,Neither,128
Lipase,True,d__Bacteria,p__Bacteroidota,Host,3
Lipase,False,d__Bacteria,p__Campylobacterota,Host,6
Lipase,False,d__Bacteria,p__Campylobacterota,Neither,14
Lipase,False,d__Bacteria,p__Chloroflexota,Neither,1
Lipase,False,d__Bacteria,p__Cyanobacteria,Host,13
Lipase,False,d__Bacteria,p__Cyanobacteria,Neither,2
Lipase,False,d__Bacteria,p__Deferribacterota,Neither,1
Lipase,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Lipase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Lipase,False,d__Bacteria,p__Elusimicrobiota,Host,4
Lipase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Lipase,False,d__Bacteria,p__Eremiobacterota,Neither,1
Lipase,False,d__Bacteria,p__Fibrobacterota,Host,4
Lipase,False,d__Bacteria,p__Firmicutes,Host,104
Lipase,False,d__Bacteria,p__Firmicutes,Neither,83
Lipase,True,d__Bacteria,p__Firmicutes,Neither,1
Lipase,False,d__Bacteria,p__Firmicutes_A,Host,433
Lipase,False,d__Bacteria,p__Firmicutes_A,Neither,173
Lipase,True,d__Bacteria,p__Firmicutes_A,Host,5
Lipase,False,d__Bacteria,p__Firmicutes_B,Host,2
Lipase,False,d__Bacteria,p__Firmicutes_B,Neither,2
Lipase,False,d__Bacteria,p__Firmicutes_C,Host,16
Lipase,False,d__Bacteria,p__Firmicutes_C,Neither,13
Lipase,False,d__Bacteria,p__Fusobacteriota,Host,2
Lipase,False,d__Bacteria,p__Fusobacteriota,Neither,14
Lipase,True,d__Bacteria,p__Fusobacteriota,Neither,1
Lipase,False,d__Bacteria,p__Myxococcota,Host,2
Lipase,False,d__Bacteria,p__Patescibacteria,Host,1
Lipase,False,d__Bacteria,p__Patescibacteria,Neither,3
Lipase,False,d__Bacteria,p__Planctomycetota,Host,1
Lipase,False,d__Bacteria,p__Planctomycetota,Neither,1
Lipase,False,d__Bacteria,p__Proteobacteria,Environment,4
Lipase,False,d__Bacteria,p__Proteobacteria,Host,24
Lipase,False,d__Bacteria,p__Proteobacteria,Neither,36
Lipase,True,d__Bacteria,p__Proteobacteria,Environment,4
Lipase,True,d__Bacteria,p__Proteobacteria,Neither,4
Lipase,False,d__Bacteria,p__Spirochaetota,Host,30
Lipase,False,d__Bacteria,p__Spirochaetota,Neither,8
Lipase,True,d__Bacteria,p__Spirochaetota,Host,1
Lipase,False,d__Bacteria,p__Synergistota,Neither,4
Lipase,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Lipase,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Lipase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Lipase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Lysine decarboxylase,False,d__Archaea,p__Euryarchaeota,Host,5
Lysine decarboxylase,False,d__Archaea,p__Halobacterota,Host,1
Lysine decarboxylase,False,d__Archaea,p__Halobacterota,Neither,3
Lysine decarboxylase,False,d__Archaea,p__Thermoplasmatota,Host,1
Lysine decarboxylase,False,d__Archaea,p__Thermoplasmatota,Neither,3
Lysine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Environment,7
Lysine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Host,39
Lysine decarboxylase,False,d__Bacteria,p__Actinobacteriota,Neither,50
Lysine decarboxylase,False,d__Bacteria,p__Armatimonadota,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Bacteroidota,Host,216
Lysine decarboxylase,False,d__Bacteria,p__Bacteroidota,Neither,126
Lysine decarboxylase,True,d__Bacteria,p__Bacteroidota,Host,1
Lysine decarboxylase,True,d__Bacteria,p__Bacteroidota,Neither,2
Lysine decarboxylase,False,d__Bacteria,p__Campylobacterota,Host,6
Lysine decarboxylase,False,d__Bacteria,p__Campylobacterota,Neither,14
Lysine decarboxylase,False,d__Bacteria,p__Chloroflexota,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Cyanobacteria,Host,13
Lysine decarboxylase,False,d__Bacteria,p__Cyanobacteria,Neither,2
Lysine decarboxylase,False,d__Bacteria,p__Deferribacterota,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Lysine decarboxylase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Lysine decarboxylase,False,d__Bacteria,p__Elusimicrobiota,Host,4
Lysine decarboxylase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Lysine decarboxylase,False,d__Bacteria,p__Eremiobacterota,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Fibrobacterota,Host,4
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes,Host,104
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes,Neither,84
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_A,Host,435
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_A,Neither,173
Lysine decarboxylase,True,d__Bacteria,p__Firmicutes_A,Host,3
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_B,Host,2
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_B,Neither,2
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_C,Host,16
Lysine decarboxylase,False,d__Bacteria,p__Firmicutes_C,Neither,13
Lysine decarboxylase,False,d__Bacteria,p__Fusobacteriota,Host,2
Lysine decarboxylase,False,d__Bacteria,p__Fusobacteriota,Neither,15
Lysine decarboxylase,False,d__Bacteria,p__Myxococcota,Host,2
Lysine decarboxylase,False,d__Bacteria,p__Patescibacteria,Host,1
Lysine decarboxylase,False,d__Bacteria,p__Patescibacteria,Neither,3
Lysine decarboxylase,False,d__Bacteria,p__Planctomycetota,Host,1
Lysine decarboxylase,False,d__Bacteria,p__Planctomycetota,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Proteobacteria,Environment,8
Lysine decarboxylase,False,d__Bacteria,p__Proteobacteria,Host,23
Lysine decarboxylase,False,d__Bacteria,p__Proteobacteria,Neither,39
Lysine decarboxylase,True,d__Bacteria,p__Proteobacteria,Host,1
Lysine decarboxylase,True,d__Bacteria,p__Proteobacteria,Neither,1
Lysine decarboxylase,False,d__Bacteria,p__Spirochaetota,Host,31
Lysine decarboxylase,False,d__Bacteria,p__Spirochaetota,Neither,8
Lysine decarboxylase,False,d__Bacteria,p__Synergistota,Neither,4
Lysine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Lysine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Lysine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Lysine decarboxylase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Malonate,False,d__Archaea,p__Euryarchaeota,Host,5
Malonate,False,d__Archaea,p__Halobacterota,Host,1
Malonate,False,d__Archaea,p__Halobacterota,Neither,3
Malonate,False,d__Archaea,p__Thermoplasmatota,Host,1
Malonate,False,d__Archaea,p__Thermoplasmatota,Neither,3
Malonate,False,d__Bacteria,p__Actinobacteriota,Environment,4
Malonate,False,d__Bacteria,p__Actinobacteriota,Host,37
Malonate,False,d__Bacteria,p__Actinobacteriota,Neither,46
Malonate,True,d__Bacteria,p__Actinobacteriota,Environment,3
Malonate,True,d__Bacteria,p__Actinobacteriota,Host,2
Malonate,True,d__Bacteria,p__Actinobacteriota,Neither,4
Malonate,False,d__Bacteria,p__Armatimonadota,Neither,1
Malonate,False,d__Bacteria,p__Bacteroidota,Host,217
Malonate,False,d__Bacteria,p__Bacteroidota,Neither,128
Malonate,False,d__Bacteria,p__Campylobacterota,Host,6
Malonate,False,d__Bacteria,p__Campylobacterota,Neither,14
Malonate,False,d__Bacteria,p__Chloroflexota,Neither,1
Malonate,False,d__Bacteria,p__Cyanobacteria,Host,12
Malonate,False,d__Bacteria,p__Cyanobacteria,Neither,2
Malonate,True,d__Bacteria,p__Cyanobacteria,Host,1
Malonate,False,d__Bacteria,p__Deferribacterota,Neither,1
Malonate,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Malonate,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Malonate,False,d__Bacteria,p__Elusimicrobiota,Host,4
Malonate,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Malonate,False,d__Bacteria,p__Eremiobacterota,Neither,1
Malonate,False,d__Bacteria,p__Fibrobacterota,Host,4
Malonate,False,d__Bacteria,p__Firmicutes,Host,100
Malonate,False,d__Bacteria,p__Firmicutes,Neither,80
Malonate,True,d__Bacteria,p__Firmicutes,Host,4
Malonate,True,d__Bacteria,p__Firmicutes,Neither,4
Malonate,False,d__Bacteria,p__Firmicutes_A,Host,413
Malonate,False,d__Bacteria,p__Firmicutes_A,Neither,161
Malonate,True,d__Bacteria,p__Firmicutes_A,Host,25
Malonate,True,d__Bacteria,p__Firmicutes_A,Neither,12
Malonate,False,d__Bacteria,p__Firmicutes_B,Host,2
Malonate,False,d__Bacteria,p__Firmicutes_B,Neither,1
Malonate,True,d__Bacteria,p__Firmicutes_B,Neither,1
Malonate,False,d__Bacteria,p__Firmicutes_C,Host,10
Malonate,False,d__Bacteria,p__Firmicutes_C,Neither,10
Malonate,True,d__Bacteria,p__Firmicutes_C,Host,6
Malonate,True,d__Bacteria,p__Firmicutes_C,Neither,3
Malonate,False,d__Bacteria,p__Fusobacteriota,Host,2
Malonate,False,d__Bacteria,p__Fusobacteriota,Neither,15
Malonate,False,d__Bacteria,p__Myxococcota,Host,2
Malonate,False,d__Bacteria,p__Patescibacteria,Host,1
Malonate,False,d__Bacteria,p__Patescibacteria,Neither,3
Malonate,False,d__Bacteria,p__Planctomycetota,Host,1
Malonate,False,d__Bacteria,p__Planctomycetota,Neither,1
Malonate,False,d__Bacteria,p__Proteobacteria,Environment,5
Malonate,False,d__Bacteria,p__Proteobacteria,Host,23
Malonate,False,d__Bacteria,p__Proteobacteria,Neither,36
Malonate,True,d__Bacteria,p__Proteobacteria,Environment,3
Malonate,True,d__Bacteria,p__Proteobacteria,Host,1
Malonate,True,d__Bacteria,p__Proteobacteria,Neither,4
Malonate,False,d__Bacteria,p__Spirochaetota,Host,31
Malonate,False,d__Bacteria,p__Spirochaetota,Neither,8
Malonate,False,d__Bacteria,p__Synergistota,Neither,4
Malonate,False,d__Bacteria,p__Verrucomicrobiota,Host,12
Malonate,False,d__Bacteria,p__Verrucomicrobiota,Neither,12
Malonate,True,d__Bacteria,p__Verrucomicrobiota,Host,1
Malonate,True,d__Bacteria,p__Verrucomicrobiota,Neither,2
Malonate,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Malonate,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Maltose,False,d__Archaea,p__Euryarchaeota,Host,5
Maltose,False,d__Archaea,p__Halobacterota,Host,1
Maltose,False,d__Archaea,p__Halobacterota,Neither,3
Maltose,False,d__Archaea,p__Thermoplasmatota,Host,1
Maltose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Maltose,False,d__Bacteria,p__Actinobacteriota,Environment,5
Maltose,False,d__Bacteria,p__Actinobacteriota,Host,15
Maltose,False,d__Bacteria,p__Actinobacteriota,Neither,37
Maltose,True,d__Bacteria,p__Actinobacteriota,Environment,2
Maltose,True,d__Bacteria,p__Actinobacteriota,Host,24
Maltose,True,d__Bacteria,p__Actinobacteriota,Neither,13
Maltose,False,d__Bacteria,p__Armatimonadota,Neither,1
Maltose,False,d__Bacteria,p__Bacteroidota,Host,48
Maltose,False,d__Bacteria,p__Bacteroidota,Neither,69
Maltose,True,d__Bacteria,p__Bacteroidota,Host,169
Maltose,True,d__Bacteria,p__Bacteroidota,Neither,59
Maltose,False,d__Bacteria,p__Campylobacterota,Host,6
Maltose,False,d__Bacteria,p__Campylobacterota,Neither,14
Maltose,False,d__Bacteria,p__Chloroflexota,Neither,1
Maltose,False,d__Bacteria,p__Cyanobacteria,Host,8
Maltose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Maltose,True,d__Bacteria,p__Cyanobacteria,Host,5
Maltose,False,d__Bacteria,p__Deferribacterota,Neither,1
Maltose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Maltose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Maltose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Maltose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Maltose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Maltose,False,d__Bacteria,p__Fibrobacterota,Host,4
Maltose,False,d__Bacteria,p__Firmicutes,Host,50
Maltose,False,d__Bacteria,p__Firmicutes,Neither,30
Maltose,True,d__Bacteria,p__Firmicutes,Host,54
Maltose,True,d__Bacteria,p__Firmicutes,Neither,54
Maltose,False,d__Bacteria,p__Firmicutes_A,Host,167
Maltose,False,d__Bacteria,p__Firmicutes_A,Neither,106
Maltose,True,d__Bacteria,p__Firmicutes_A,Host,271
Maltose,True,d__Bacteria,p__Firmicutes_A,Neither,67
Maltose,False,d__Bacteria,p__Firmicutes_B,Host,2
Maltose,False,d__Bacteria,p__Firmicutes_B,Neither,2
Maltose,False,d__Bacteria,p__Firmicutes_C,Host,11
Maltose,False,d__Bacteria,p__Firmicutes_C,Neither,8
Maltose,True,d__Bacteria,p__Firmicutes_C,Host,5
Maltose,True,d__Bacteria,p__Firmicutes_C,Neither,5
Maltose,False,d__Bacteria,p__Fusobacteriota,Host,1
Maltose,False,d__Bacteria,p__Fusobacteriota,Neither,6
Maltose,True,d__Bacteria,p__Fusobacteriota,Host,1
Maltose,True,d__Bacteria,p__Fusobacteriota,Neither,9
Maltose,False,d__Bacteria,p__Myxococcota,Host,2
Maltose,False,d__Bacteria,p__Patescibacteria,Host,1
Maltose,False,d__Bacteria,p__Patescibacteria,Neither,3
Maltose,False,d__Bacteria,p__Planctomycetota,Host,1
Maltose,False,d__Bacteria,p__Planctomycetota,Neither,1
Maltose,False,d__Bacteria,p__Proteobacteria,Environment,6
Maltose,False,d__Bacteria,p__Proteobacteria,Host,18
Maltose,False,d__Bacteria,p__Proteobacteria,Neither,22
Maltose,True,d__Bacteria,p__Proteobacteria,Environment,2
Maltose,True,d__Bacteria,p__Proteobacteria,Host,6
Maltose,True,d__Bacteria,p__Proteobacteria,Neither,18
Maltose,False,d__Bacteria,p__Spirochaetota,Host,26
Maltose,False,d__Bacteria,p__Spirochaetota,Neither,7
Maltose,True,d__Bacteria,p__Spirochaetota,Host,5
Maltose,True,d__Bacteria,p__Spirochaetota,Neither,1
Maltose,False,d__Bacteria,p__Synergistota,Neither,4
Maltose,False,d__Bacteria,p__Verrucomicrobiota,Host,12
Maltose,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Maltose,True,d__Bacteria,p__Verrucomicrobiota,Host,1
Maltose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Maltose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Melibiose,False,d__Archaea,p__Euryarchaeota,Host,5
Melibiose,False,d__Archaea,p__Halobacterota,Host,1
Melibiose,False,d__Archaea,p__Halobacterota,Neither,3
Melibiose,False,d__Archaea,p__Thermoplasmatota,Host,1
Melibiose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Melibiose,False,d__Bacteria,p__Actinobacteriota,Environment,6
Melibiose,False,d__Bacteria,p__Actinobacteriota,Host,31
Melibiose,False,d__Bacteria,p__Actinobacteriota,Neither,48
Melibiose,True,d__Bacteria,p__Actinobacteriota,Environment,1
Melibiose,True,d__Bacteria,p__Actinobacteriota,Host,8
Melibiose,True,d__Bacteria,p__Actinobacteriota,Neither,2
Melibiose,False,d__Bacteria,p__Armatimonadota,Neither,1
Melibiose,False,d__Bacteria,p__Bacteroidota,Host,177
Melibiose,False,d__Bacteria,p__Bacteroidota,Neither,122
Melibiose,True,d__Bacteria,p__Bacteroidota,Host,40
Melibiose,True,d__Bacteria,p__Bacteroidota,Neither,6
Melibiose,False,d__Bacteria,p__Campylobacterota,Host,6
Melibiose,False,d__Bacteria,p__Campylobacterota,Neither,14
Melibiose,False,d__Bacteria,p__Chloroflexota,Neither,1
Melibiose,False,d__Bacteria,p__Cyanobacteria,Host,13
Melibiose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Melibiose,False,d__Bacteria,p__Deferribacterota,Neither,1
Melibiose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Melibiose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Melibiose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Melibiose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Melibiose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Melibiose,False,d__Bacteria,p__Fibrobacterota,Host,4
Melibiose,False,d__Bacteria,p__Firmicutes,Host,82
Melibiose,False,d__Bacteria,p__Firmicutes,Neither,76
Melibiose,True,d__Bacteria,p__Firmicutes,Host,22
Melibiose,True,d__Bacteria,p__Firmicutes,Neither,8
Melibiose,False,d__Bacteria,p__Firmicutes_A,Host,430
Melibiose,False,d__Bacteria,p__Firmicutes_A,Neither,163
Melibiose,True,d__Bacteria,p__Firmicutes_A,Host,8
Melibiose,True,d__Bacteria,p__Firmicutes_A,Neither,10
Melibiose,False,d__Bacteria,p__Firmicutes_B,Host,2
Melibiose,False,d__Bacteria,p__Firmicutes_B,Neither,2
Melibiose,False,d__Bacteria,p__Firmicutes_C,Host,16
Melibiose,False,d__Bacteria,p__Firmicutes_C,Neither,13
Melibiose,False,d__Bacteria,p__Fusobacteriota,Host,2
Melibiose,False,d__Bacteria,p__Fusobacteriota,Neither,15
Melibiose,False,d__Bacteria,p__Myxococcota,Host,2
Melibiose,False,d__Bacteria,p__Patescibacteria,Host,1
Melibiose,False,d__Bacteria,p__Patescibacteria,Neither,3
Melibiose,False,d__Bacteria,p__Planctomycetota,Host,1
Melibiose,True,d__Bacteria,p__Planctomycetota,Neither,1
Melibiose,False,d__Bacteria,p__Proteobacteria,Environment,8
Melibiose,False,d__Bacteria,p__Proteobacteria,Host,23
Melibiose,False,d__Bacteria,p__Proteobacteria,Neither,38
Melibiose,True,d__Bacteria,p__Proteobacteria,Host,1
Melibiose,True,d__Bacteria,p__Proteobacteria,Neither,2
Melibiose,False,d__Bacteria,p__Spirochaetota,Host,31
Melibiose,False,d__Bacteria,p__Spirochaetota,Neither,8
Melibiose,False,d__Bacteria,p__Synergistota,Neither,4
Melibiose,False,d__Bacteria,p__Verrucomicrobiota,Host,4
Melibiose,False,d__Bacteria,p__Verrucomicrobiota,Neither,13
Melibiose,True,d__Bacteria,p__Verrucomicrobiota,Host,9
Melibiose,True,d__Bacteria,p__Verrucomicrobiota,Neither,1
Melibiose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Melibiose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Methyl red,False,d__Archaea,p__Euryarchaeota,Host,5
Methyl red,False,d__Archaea,p__Halobacterota,Host,1
Methyl red,False,d__Archaea,p__Halobacterota,Neither,3
Methyl red,False,d__Archaea,p__Thermoplasmatota,Host,1
Methyl red,False,d__Archaea,p__Thermoplasmatota,Neither,3
Methyl red,False,d__Bacteria,p__Actinobacteriota,Environment,7
Methyl red,False,d__Bacteria,p__Actinobacteriota,Host,39
Methyl red,False,d__Bacteria,p__Actinobacteriota,Neither,50
Methyl red,False,d__Bacteria,p__Armatimonadota,Neither,1
Methyl red,False,d__Bacteria,p__Bacteroidota,Host,217
Methyl red,False,d__Bacteria,p__Bacteroidota,Neither,128
Methyl red,False,d__Bacteria,p__Campylobacterota,Host,6
Methyl red,False,d__Bacteria,p__Campylobacterota,Neither,14
Methyl red,False,d__Bacteria,p__Chloroflexota,Neither,1
Methyl red,False,d__Bacteria,p__Cyanobacteria,Host,13
Methyl red,False,d__Bacteria,p__Cyanobacteria,Neither,2
Methyl red,False,d__Bacteria,p__Deferribacterota,Neither,1
Methyl red,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Methyl red,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Methyl red,False,d__Bacteria,p__Elusimicrobiota,Host,4
Methyl red,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Methyl red,False,d__Bacteria,p__Eremiobacterota,Neither,1
Methyl red,False,d__Bacteria,p__Fibrobacterota,Host,4
Methyl red,False,d__Bacteria,p__Firmicutes,Host,104
Methyl red,False,d__Bacteria,p__Firmicutes,Neither,83
Methyl red,True,d__Bacteria,p__Firmicutes,Neither,1
Methyl red,False,d__Bacteria,p__Firmicutes_A,Host,438
Methyl red,False,d__Bacteria,p__Firmicutes_A,Neither,173
Methyl red,False,d__Bacteria,p__Firmicutes_B,Host,2
Methyl red,False,d__Bacteria,p__Firmicutes_B,Neither,2
Methyl red,False,d__Bacteria,p__Firmicutes_C,Host,16
Methyl red,False,d__Bacteria,p__Firmicutes_C,Neither,13
Methyl red,False,d__Bacteria,p__Fusobacteriota,Host,2
Methyl red,False,d__Bacteria,p__Fusobacteriota,Neither,15
Methyl red,False,d__Bacteria,p__Myxococcota,Host,2
Methyl red,False,d__Bacteria,p__Patescibacteria,Host,1
Methyl red,False,d__Bacteria,p__Patescibacteria,Neither,3
Methyl red,False,d__Bacteria,p__Planctomycetota,Host,1
Methyl red,False,d__Bacteria,p__Planctomycetota,Neither,1
Methyl red,False,d__Bacteria,p__Proteobacteria,Environment,7
Methyl red,False,d__Bacteria,p__Proteobacteria,Host,19
Methyl red,False,d__Bacteria,p__Proteobacteria,Neither,35
Methyl red,True,d__Bacteria,p__Proteobacteria,Environment,1
Methyl red,True,d__Bacteria,p__Proteobacteria,Host,5
Methyl red,True,d__Bacteria,p__Proteobacteria,Neither,5
Methyl red,False,d__Bacteria,p__Spirochaetota,Host,31
Methyl red,False,d__Bacteria,p__Spirochaetota,Neither,8
Methyl red,False,d__Bacteria,p__Synergistota,Neither,4
Methyl red,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Methyl red,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Methyl red,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Methyl red,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Motile,False,d__Archaea,p__Euryarchaeota,Host,5
Motile,False,d__Archaea,p__Halobacterota,Host,1
Motile,False,d__Archaea,p__Halobacterota,Neither,3
Motile,False,d__Archaea,p__Thermoplasmatota,Host,1
Motile,False,d__Archaea,p__Thermoplasmatota,Neither,3
Motile,False,d__Bacteria,p__Actinobacteriota,Environment,7
Motile,False,d__Bacteria,p__Actinobacteriota,Host,39
Motile,False,d__Bacteria,p__Actinobacteriota,Neither,50
Motile,False,d__Bacteria,p__Armatimonadota,Neither,1
Motile,False,d__Bacteria,p__Bacteroidota,Host,217
Motile,False,d__Bacteria,p__Bacteroidota,Neither,128
Motile,False,d__Bacteria,p__Campylobacterota,Neither,1
Motile,True,d__Bacteria,p__Campylobacterota,Host,6
Motile,True,d__Bacteria,p__Campylobacterota,Neither,13
Motile,False,d__Bacteria,p__Chloroflexota,Neither,1
Motile,False,d__Bacteria,p__Cyanobacteria,Host,6
Motile,False,d__Bacteria,p__Cyanobacteria,Neither,1
Motile,True,d__Bacteria,p__Cyanobacteria,Host,7
Motile,True,d__Bacteria,p__Cyanobacteria,Neither,1
Motile,False,d__Bacteria,p__Deferribacterota,Neither,1
Motile,False,d__Bacteria,p__Desulfobacterota_A,Host,2
Motile,False,d__Bacteria,p__Desulfobacterota_A,Neither,2
Motile,True,d__Bacteria,p__Desulfobacterota_A,Host,3
Motile,True,d__Bacteria,p__Desulfobacterota_A,Neither,1
Motile,False,d__Bacteria,p__Elusimicrobiota,Host,4
Motile,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Motile,False,d__Bacteria,p__Eremiobacterota,Neither,1
Motile,False,d__Bacteria,p__Fibrobacterota,Host,4
Motile,False,d__Bacteria,p__Firmicutes,Host,102
Motile,False,d__Bacteria,p__Firmicutes,Neither,81
Motile,True,d__Bacteria,p__Firmicutes,Host,2
Motile,True,d__Bacteria,p__Firmicutes,Neither,3
